node_id,label,rung,class,family,unit,value,source
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_013,Reference_Data,,,,,-85.3,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_014,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_014,Reference_Data,,,,,-91.3,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_015,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_015,Reference_Data,,,,,-82.6,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_016,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_016,Reference_Data,,,,,-9.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_017,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_017,Reference_Data,,,,,-27.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_018,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_018,Reference_Data,,,,,-11.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_019,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_019,Reference_Data,,,,,-30.8,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_020,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_020,Reference_Data,,,,,-7.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_021,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_021,Reference_Data,,,,,-22.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_022,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_022,Reference_Data,,,,,-12.6,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_023,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_023,Reference_Data,,,,,-72.1,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_024,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_024,Reference_Data,,,,,-77.6,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_025,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_025,Reference_Data,,,,,-32.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_026,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_026,Reference_Data,,,,,-96.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_027,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_027,Reference_Data,,,,,-76.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_028,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_028,Reference_Data,,,,,-77.4,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_029,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_029,Reference_Data,,,,,-97.5,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_030,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_030,Reference_Data,,,,,-53.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_031,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_031,Reference_Data,,,,,-20.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_032,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_032,Reference_Data,,,,,-71.8,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_033,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_033,Reference_Data,,,,,-69.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_034,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_034,Reference_Data,,,,,-13.5,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_035,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_035,Reference_Data,,,,,-37.7,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_036,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_036,Reference_Data,,,,,-60.1,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_037,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_037,Reference_Data,,,,,-42.1,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_038,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_038,Reference_Data,,,,,-6.8,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_039,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_039,Reference_Data,,,,,-1.4,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_040,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_040,Reference_Data,,,,,-32.6,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_041,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_041,Reference_Data,,,,,-73.1,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_042,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_042,Reference_Data,,,,,-95.6,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_043,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_043,Reference_Data,,,,,-86.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_044,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_044,Reference_Data,,,,,-17.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_045,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_045,Reference_Data,,,,,-71.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_046,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_046,Reference_Data,,,,,-63.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_047,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_047,Reference_Data,,,,,-74.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_048,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_048,Reference_Data,,,,,-54.0,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_049,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_049,Reference_Data,,,,,-71.7,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_050,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_050,Reference_Data,,,,,-63.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_051,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_051,Reference_Data,,,,,-16.3,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_052,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_052,Reference_Data,,,,,-79.8,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_053,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_053,Reference_Data,,,,,-47.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_054,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_054,Reference_Data,,,,,-12.8,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_055,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_055,Reference_Data,,,,,-71.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_056,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_056,Reference_Data,,,,,-88.9,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_057,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_057,Reference_Data,,,,,-83.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_058,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_058,Reference_Data,,,,,-52.5,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_059,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_059,Reference_Data,,,,,-10.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_060,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_060,Reference_Data,,,,,-55.3,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_061,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_061,Reference_Data,,,,,-29.2,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_062,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_062,Reference_Data,,,,,-39.5,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_063,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_063,Reference_Data,,,,,-57.7,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_064,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_064,Reference_Data,,,,,-81.6,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_065,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_065,Reference_Data,,,,,-77.5,
Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_066,Chemical_System,,,,,,Expansion
Ref_Sys_aliphatic ⋅ aliphatic (S66 dispersion subset)_066,Reference_Data,,,,,-56.8,
Sys_HEAVY28_001,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_001,Reference_Data,,,,,-26.3,
Sys_HEAVY28_002,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_002,Reference_Data,,,,,-97.3,
Sys_HEAVY28_003,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_003,Reference_Data,,,,,-28.5,
Sys_HEAVY28_004,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_004,Reference_Data,,,,,-46.7,
Sys_HEAVY28_005,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_005,Reference_Data,,,,,-5.5,
Sys_HEAVY28_006,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_006,Reference_Data,,,,,-7.4,
Sys_HEAVY28_007,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_007,Reference_Data,,,,,-4.4,
Sys_HEAVY28_008,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_008,Reference_Data,,,,,-27.1,
Sys_HEAVY28_009,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_009,Reference_Data,,,,,-58.3,
Sys_HEAVY28_010,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVY28_010,Reference_Data,,,,,-75.4,
Sys_EA13/03_001,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_001,Reference_Data,,,,,-94.1,
Sys_EA13/03_002,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_002,Reference_Data,,,,,-54.1,
Sys_EA13/03_003,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_003,Reference_Data,,,,,-16.1,
Sys_EA13/03_004,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_004,Reference_Data,,,,,-63.5,
Sys_EA13/03_005,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_005,Reference_Data,,,,,-46.8,
Sys_EA13/03_006,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_006,Reference_Data,,,,,-62.8,
Sys_EA13/03_007,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_007,Reference_Data,,,,,-60.9,
Sys_EA13/03_008,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_008,Reference_Data,,,,,-94.8,
Sys_EA13/03_009,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_009,Reference_Data,,,,,-41.6,
Sys_EA13/03_010,Chemical_System,,,,,,Expansion
Ref_Sys_EA13/03_010,Reference_Data,,,,,-92.0,
Sys_CARBHB12_001,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_001,Reference_Data,,,,,-50.8,
Sys_CARBHB12_002,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_002,Reference_Data,,,,,-93.5,
Sys_CARBHB12_003,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_003,Reference_Data,,,,,-29.4,
Sys_CARBHB12_004,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_004,Reference_Data,,,,,-21.4,
Sys_CARBHB12_005,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_005,Reference_Data,,,,,-4.5,
Sys_CARBHB12_006,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_006,Reference_Data,,,,,-50.7,
Sys_CARBHB12_007,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_007,Reference_Data,,,,,-32.5,
Sys_CARBHB12_008,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_008,Reference_Data,,,,,-79.5,
Sys_CARBHB12_009,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_009,Reference_Data,,,,,-2.9,
Sys_CARBHB12_010,Chemical_System,,,,,,Expansion
Ref_Sys_CARBHB12_010,Reference_Data,,,,,-78.5,
Sys_3dEE8_001,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_001,Reference_Data,,,,,-37.8,
Sys_3dEE8_002,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_002,Reference_Data,,,,,-31.8,
Sys_3dEE8_003,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_003,Reference_Data,,,,,-67.7,
Sys_3dEE8_004,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_004,Reference_Data,,,,,-68.1,
Sys_3dEE8_005,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_005,Reference_Data,,,,,-86.6,
Sys_3dEE8_006,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_006,Reference_Data,,,,,-19.9,
Sys_3dEE8_007,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_007,Reference_Data,,,,,-73.8,
Sys_3dEE8_008,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_008,Reference_Data,,,,,-94.9,
Sys_3dEE8_009,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_009,Reference_Data,,,,,-47.6,
Sys_3dEE8_010,Chemical_System,,,,,,Expansion
Ref_Sys_3dEE8_010,Reference_Data,,,,,-79.8,
Sys_H2O6Bind8_001,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_001,Reference_Data,,,,,-8.8,
Sys_H2O6Bind8_002,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_002,Reference_Data,,,,,-69.5,
Sys_H2O6Bind8_003,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_003,Reference_Data,,,,,-70.6,
Sys_H2O6Bind8_004,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_004,Reference_Data,,,,,-21.8,
Sys_H2O6Bind8_005,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_005,Reference_Data,,,,,-51.1,
Sys_H2O6Bind8_006,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_006,Reference_Data,,,,,-61.5,
Sys_H2O6Bind8_007,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_007,Reference_Data,,,,,-22.4,
Sys_H2O6Bind8_008,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_008,Reference_Data,,,,,-79.2,
Sys_H2O6Bind8_009,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_009,Reference_Data,,,,,-97.4,
Sys_H2O6Bind8_010,Chemical_System,,,,,,Expansion
Ref_Sys_H2O6Bind8_010,Reference_Data,,,,,-31.0,
Sys_DARC_001,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_001,Reference_Data,,,,,-81.4,
Sys_DARC_002,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_002,Reference_Data,,,,,-32.6,
Sys_DARC_003,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_003,Reference_Data,,,,,-24.2,
Sys_DARC_004,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_004,Reference_Data,,,,,-94.0,
Sys_DARC_005,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_005,Reference_Data,,,,,-74.2,
Sys_DARC_006,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_006,Reference_Data,,,,,-71.8,
Sys_DARC_007,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_007,Reference_Data,,,,,-86.3,
Sys_DARC_008,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_008,Reference_Data,,,,,-57.1,
Sys_DARC_009,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_009,Reference_Data,,,,,-62.4,
Sys_DARC_010,Chemical_System,,,,,,Expansion
Ref_Sys_DARC_010,Reference_Data,,,,,-23.8,
Sys_Adenine ⋅ thymine WC_001,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_001,Reference_Data,,,,,-91.3,
Sys_Adenine ⋅ thymine WC_002,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_002,Reference_Data,,,,,-87.6,
Sys_Adenine ⋅ thymine WC_003,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_003,Reference_Data,,,,,-33.3,
Sys_Adenine ⋅ thymine WC_004,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_004,Reference_Data,,,,,-99.1,
Sys_Adenine ⋅ thymine WC_005,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_005,Reference_Data,,,,,-69.9,
Sys_Adenine ⋅ thymine WC_006,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_006,Reference_Data,,,,,-29.0,
Sys_Adenine ⋅ thymine WC_007,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_007,Reference_Data,,,,,-53.1,
Sys_Adenine ⋅ thymine WC_008,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_008,Reference_Data,,,,,-34.7,
Sys_Adenine ⋅ thymine WC_009,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_009,Reference_Data,,,,,-17.3,
Sys_Adenine ⋅ thymine WC_010,Chemical_System,,,,,,Expansion
Ref_Sys_Adenine ⋅ thymine WC_010,Reference_Data,,,,,-26.7,
Sys_uracil ⋅ ethyne_001,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_001,Reference_Data,,,,,-88.5,
Sys_uracil ⋅ ethyne_002,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_002,Reference_Data,,,,,-42.3,
Sys_uracil ⋅ ethyne_003,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_003,Reference_Data,,,,,-89.0,
Sys_uracil ⋅ ethyne_004,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_004,Reference_Data,,,,,-15.4,
Sys_uracil ⋅ ethyne_005,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_005,Reference_Data,,,,,-4.1,
Sys_uracil ⋅ ethyne_006,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_006,Reference_Data,,,,,-98.7,
Sys_uracil ⋅ ethyne_007,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_007,Reference_Data,,,,,-90.2,
Sys_uracil ⋅ ethyne_008,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_008,Reference_Data,,,,,-35.6,
Sys_uracil ⋅ ethyne_009,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_009,Reference_Data,,,,,-5.9,
Sys_uracil ⋅ ethyne_010,Chemical_System,,,,,,Expansion
Ref_Sys_uracil ⋅ ethyne_010,Reference_Data,,,,,-63.9,
Sys_peptide ⋅ pentane_001,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_001,Reference_Data,,,,,-67.2,
Sys_peptide ⋅ pentane_002,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_002,Reference_Data,,,,,-12.9,
Sys_peptide ⋅ pentane_003,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_003,Reference_Data,,,,,-92.9,
Sys_peptide ⋅ pentane_004,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_004,Reference_Data,,,,,-84.9,
Sys_peptide ⋅ pentane_005,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_005,Reference_Data,,,,,-41.8,
Sys_peptide ⋅ pentane_006,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_006,Reference_Data,,,,,-49.6,
Sys_peptide ⋅ pentane_007,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_007,Reference_Data,,,,,-19.3,
Sys_peptide ⋅ pentane_008,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_008,Reference_Data,,,,,-71.1,
Sys_peptide ⋅ pentane_009,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_009,Reference_Data,,,,,-39.2,
Sys_peptide ⋅ pentane_010,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ pentane_010,Reference_Data,,,,,-38.2,
Sys_MR54_001,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_001,Reference_Data,,,,,-89.0,
Sys_MR54_002,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_002,Reference_Data,,,,,-11.1,
Sys_MR54_003,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_003,Reference_Data,,,,,-55.7,
Sys_MR54_004,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_004,Reference_Data,,,,,-6.1,
Sys_MR54_005,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_005,Reference_Data,,,,,-31.7,
Sys_MR54_006,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_006,Reference_Data,,,,,-58.4,
Sys_MR54_007,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_007,Reference_Data,,,,,-73.0,
Sys_MR54_008,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_008,Reference_Data,,,,,-18.0,
Sys_MR54_009,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_009,Reference_Data,,,,,-34.1,
Sys_MR54_010,Chemical_System,,,,,,Expansion
Ref_Sys_MR54_010,Reference_Data,,,,,-49.4,
Sys_DNA H-bonded_001,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_001,Reference_Data,,,,,-27.7,
Sys_DNA H-bonded_002,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_002,Reference_Data,,,,,-61.0,
Sys_DNA H-bonded_003,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_003,Reference_Data,,,,,-59.8,
Sys_DNA H-bonded_004,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_004,Reference_Data,,,,,-71.6,
Sys_DNA H-bonded_005,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_005,Reference_Data,,,,,-42.4,
Sys_DNA H-bonded_006,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_006,Reference_Data,,,,,-62.2,
Sys_DNA H-bonded_007,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_007,Reference_Data,,,,,-40.1,
Sys_DNA H-bonded_008,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_008,Reference_Data,,,,,-85.0,
Sys_DNA H-bonded_009,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_009,Reference_Data,,,,,-65.9,
Sys_DNA H-bonded_010,Chemical_System,,,,,,Expansion
Ref_Sys_DNA H-bonded_010,Reference_Data,,,,,-49.2,
Sys_He_001,Chemical_System,,,,,,Expansion
Ref_Sys_He_001,Reference_Data,,,,,-59.5,
Sys_He_002,Chemical_System,,,,,,Expansion
Ref_Sys_He_002,Reference_Data,,,,,-64.5,
Sys_He_003,Chemical_System,,,,,,Expansion
Ref_Sys_He_003,Reference_Data,,,,,-0.9,
Sys_He_004,Chemical_System,,,,,,Expansion
Ref_Sys_He_004,Reference_Data,,,,,-40.0,
Sys_He_005,Chemical_System,,,,,,Expansion
Ref_Sys_He_005,Reference_Data,,,,,-80.3,
Sys_He_006,Chemical_System,,,,,,Expansion
Ref_Sys_He_006,Reference_Data,,,,,-77.4,
Sys_He_007,Chemical_System,,,,,,Expansion
Ref_Sys_He_007,Reference_Data,,,,,-80.7,
Sys_He_008,Chemical_System,,,,,,Expansion
Ref_Sys_He_008,Reference_Data,,,,,-71.6,
Sys_He_009,Chemical_System,,,,,,Expansion
Ref_Sys_He_009,Reference_Data,,,,,-55.3,
Sys_He_010,Chemical_System,,,,,,Expansion
Ref_Sys_He_010,Reference_Data,,,,,-30.5,
Sys_MRMBE5_001,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_001,Reference_Data,,,,,-37.0,
Sys_MRMBE5_002,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_002,Reference_Data,,,,,-65.6,
Sys_MRMBE5_003,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_003,Reference_Data,,,,,-84.1,
Sys_MRMBE5_004,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_004,Reference_Data,,,,,-34.4,
Sys_MRMBE5_005,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_005,Reference_Data,,,,,-52.4,
Sys_MRMBE5_006,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_006,Reference_Data,,,,,-8.4,
Sys_MRMBE5_007,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_007,Reference_Data,,,,,-2.2,
Sys_MRMBE5_008,Chemical_System,,,,,,Expansion
Ref_Sys_MRMBE5_008,Reference_Data,,,,,-80.0,
